"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"WRLSW","Pensare Acquisition Corp.","0.32","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/wrlsw",
"WRLSU","Pensare Acquisition Corp.","10.6","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/wrlsu",
"WRLSR","Pensare Acquisition Corp.","0.2922","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/wrlsr",
"WRLS","Pensare Acquisition Corp.","10.3","$83.1M","2017","Finance","Business Services","https://old.nasdaq.com/symbol/wrls",
"PWOD","Penns Woods Bancorp, Inc.","31.67","$222.88M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pwod",
"PNNTG","PennantPark Investment Corporation","25.1485","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnntg",
"PNNT","PennantPark Investment Corporation","6.18","$414.34M","2007","n/a","n/a","https://old.nasdaq.com/symbol/pnnt",
"PFLT","PennantPark Floating Rate Capital Ltd.","12.56","$486.98M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pflt",
"PVAC","Penn Virginia Corporation","24.15","$364.84M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pvac",
"PENN","Penn National Gaming, Inc.","23.03","$2.67B","1994","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/penn",
"PTON","Peloton Interactive, Inc.","35.23","$9.88B","2019","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/pton",
"PEGA","Pegasystems Inc.","77.62","$6.16B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/pega",
"PEER","PeerStream, Inc.","1.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/peer",
"PGC","Peapack-Gladstone Financial Corporation","29.9","$568.08M","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/pgc",
"PDSB","PDS Biotechnology Corporation","2.34","$13.52M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pdsb",
"PDLB","PDL Community Bancorp","14.6","$256.62M","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pdlb",
"PDLI","PDL BioPharma, Inc.","3.1","$354.03M","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pdli",
"PDFS","PDF Solutions, Inc.","15.84","$513.89M","2001","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/pdfs",
"PDCE","PDC Energy, Inc.","22.73","$1.45B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pdce",
"PCTI","PC-Tel, Inc.","8.62","$159.36M","1999","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/pcti",
"PCSB","PCSB Financial Corporation","20.4","$359.53M","2017","Finance","Banks","https://old.nasdaq.com/symbol/pcsb",
"PCIM","PCI Media, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcim",
"PCB","PCB Bancorp","17.12","$268.63M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/pcb",
"CNXN","PC Connection, Inc.","49.32","$1.3B","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/cnxn",
"PBBI","PB Bancorp, Inc.","15.15","$112.83M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pbbi",
"PAYS","Paysign, Inc.","10.26","$491.7M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pays",
"PYPL","PayPal Holdings, Inc.","108.01","$126.82B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pypl",
"PCTY","Paylocity Holding Corporation","122.32","$6.55B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/pcty",
"PAYX","Paychex, Inc.","86.12","$30.83B","1983","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/payx",
"PAVMZ","PAVmed Inc.","0.31","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavmz",
"PAVMW","PAVmed Inc.","0.06","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavmw",
"PAVM","PAVmed Inc.","0.869","$30.47M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavm",
"PTEN","Patterson-UTI Energy, Inc.","8.94","$1.74B","1993","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pten",
"PDCO","Patterson Companies, Inc.","19.46","$1.86B","1992","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/pdco",
"PEGI","Pattern Energy Group Inc.","27.52","$2.71B","2013","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/pegi",
"PATI","Patriot Transportation Holding, Inc.","18.02","$60.32M","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/pati",
"PNBK","Patriot National Bancorp Inc.","12.55","$49.23M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnbk",
"PATK","Patrick Industries, Inc.","49.52","$1.18B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/patk",
"PBHC","Pathfinder Bancorp, Inc.","13.4","$63.08M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pbhc",
"PTNR","Partner Communications Company Ltd.","4.59","$752.62M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ptnr",
"PKOH","Park-Ohio Holdings Corp.","31.63","$394.75M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/pkoh",
"PKBK","Parke Bancorp, Inc.","23.93","$257.75M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pkbk",
"PCYG","Park City Group, Inc.","4.7","$93.16M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/pcyg",
"PNRL","Paringa Resources Limited","2.19","$22.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnrl",
"TEUM","Pareteum Corporation","0.436","$57.97M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/teum",
"PRTK","Paratek Pharmaceuticals, Inc. ","2.93","$97.53M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prtk",
"PZZA","Papa John&#39;s International, Inc.","63.28","$2.01B","1993","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/pzza",
"PANL","Pangaea Logistics Solutions Ltd.","3.04","$135.13M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/panl",
"PAAS","Pan American Silver Corp.","19.25","$4.03B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/paas",
"PLMR","Palomar Holdings, Inc.","54.57","$1.28B","2019","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/plmr",
"PACW","PacWest Bancorp","37.24","$4.46B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pacw",
"PCRX","Pacira BioSciences, Inc.","46.22","$1.93B","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pcrx",
"PPBI","Pacific Premier Bancorp Inc","32.04","$1.9B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ppbi",
"PMBC","Pacific Mercantile Bancorp","7.16","$168.3M","2000","Finance","Major Banks","https://old.nasdaq.com/symbol/pmbc",
"PEIX","Pacific Ethanol, Inc.","0.4839","$24.08M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/peix",
"PACB","Pacific Biosciences of California, Inc.","5.14","$786.59M","2010","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/pacb",
"VETS","Pacer Military Times Best Employers ETF","31.8675","$3.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vets",
"ECOW","Pacer Emerging Markets Cash Cows 100 ETF","24.81","$1.24M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ecow",
"HERD","Pacer Cash Cows Fund of Funds ETF","25.485","$2.55M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/herd",
"PCAR","PACCAR Inc.","81.37","$28.14B","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/pcar",
"PTSI","P.A.M. Transportation Services, Inc.","52.2","$300.36M","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/ptsi",
"PFIN","P & F Industries, Inc.","6.693","$21.04M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pfin",
"OYST","Oyster Point Pharma, Inc.","16.91","$361.24M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/oyst",
"OXSQZ","Oxford Square Capital Corp.","24.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oxsqz",
"OXSQL","Oxford Square Capital Corp.","25.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oxsql",
"OXSQ","Oxford Square Capital Corp.","5.25","$250.9M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oxsq",
"OXLCO","Oxford Lane Capital Corp.","25.4453","$92.01M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oxlco",
"OXLCM","Oxford Lane Capital Corp.","25.5","$69.6M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oxlcm",
"OXLC","Oxford Lane Capital Corp.","8.31","$491.88M","2011","n/a","n/a","https://old.nasdaq.com/symbol/oxlc",
"OXFD","Oxford Immunotec Global PLC","16.7","$441.66M","2013","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/oxfd",
"OXBRW","Oxbridge Re Holdings Limited","0.0276","n/a","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/oxbrw",
"OXBR","Oxbridge Re Holdings Limited","0.8429","$4.83M","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/oxbr",
"OVID","Ovid Therapeutics Inc.","4.26","$170.21M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ovid",
"OSTK","Overstock.com, Inc.","7.59","$267.84M","2002","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/ostk",
"OTLKW","Outlook Therapeutics, Inc.","0.07","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/otlkw",
"OTLK","Outlook Therapeutics, Inc.","1.04","$29.36M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/otlk",
"OTTR","Otter Tail Corporation","49.16","$1.95B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ottr",
"OTTW","Ottawa Bancorp, Inc.","14","$44.39M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ottw",
"OTIC","Otonomy, Inc.","2.51","$77.18M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/otic",
"OTG","OTG EXP, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/otg",
"OTEL","Otelco Inc.","11.5171","$39.28M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/otel",
"OSN","Ossen Innovation Co., Ltd.","3.16","$20.85M","2010","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/osn",
"OSMT","Osmotica Pharmaceuticals plc","6.685","$347.13M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/osmt",
"OSIS","OSI Systems, Inc.","99.49","$1.83B","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/osis",
"KIDS","OrthoPediatrics Corp.","39.34","$588.81M","2017","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/kids",
"OFIX","Orthofix Medical Inc. ","45.4","$865.1M","1992","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ofix",
"ORRF","Orrstown Financial Services Inc","21.92","$244.96M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/orrf",
"ORIT","Oritani Financial Corp.","18.6","$838.86M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/orit",
"ORSNW","Orisun Acquisition Corp.","0.08","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsnw",
"ORSNU","Orisun Acquisition Corp.","10.1","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsnu",
"ORSNR","Orisun Acquisition Corp.","0.2","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsnr",
"ORSN","Orisun Acquisition Corp.","9.92","$53.27M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/orsn",
"OESX","Orion Energy Systems, Inc.","2.93","$88.58M","2015","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/oesx",
"OBNK","Origin Bancorp, Inc.","35.67","$837.6M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/obnk",
"SEED","Origin Agritech Limited","5.17","$16.52M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/seed",
"ORGS","Orgenesis Inc.","3.1","$50.1M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/orgs",
"ONVO","Organovo Holdings, Inc.","0.5041","$65.75M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/onvo",
"ORGO","Organogenesis Holdings Inc. ","5.13","$485.3M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/orgo",
"OGI","Organigram Holdings Inc.","2.69","$420.12M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ogi",
"ORLY","O&#39;Reilly Automotive, Inc.","442.28","$33.46B","1993","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/orly",
"ORTX","Orchard Therapeutics plc","11.39","$1.1B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ortx",
"ORBC","ORBCOMM Inc.","4.01","$313.93M","2006","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/orbc",
"OSUR","OraSure Technologies, Inc.","8.1","$499.97M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/osur",
"ORMP","Oramed Pharmaceuticals Inc.","4.41","$76.66M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ormp",
"OPB","Opus Bank","25.71","$933.37M","2014","n/a","n/a","https://old.nasdaq.com/symbol/opb",
"BIOS","Option Care Health, Inc.","3.11","$2.2B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/bios",
"OPTN","OptiNose, Inc.","9.34","$388.37M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/optn",
"OPHC","OptimumBank Holdings, Inc.","2.78","$5.36M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ophc",
"OPRX","OptimizeRx Corporation","10.7","$151.66M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/oprx",
"OCC","Optical Cable Corporation","3.1352","$23.39M","n/a","Basic Industries","Telecommunications Equipment","https://old.nasdaq.com/symbol/occ",
"OBAS","Optibase Ltd.","11.8059","$61.58M","1999","Finance","Real Estate","https://old.nasdaq.com/symbol/obas",
"OPRT","Oportun Financial Corporation","21.19","$565.98M","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/oprt",
"OPK","Opko Health, Inc.","1.59","$1.06B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/opk",
"OPNT","Opiant Pharmaceuticals, Inc.","14.2","$58.14M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/opnt",
"OPGNW","OpGen, Inc.","2.27","n/a","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/opgnw",
"OPGN","OpGen, Inc.","1.21","$4.2M","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/opgn",
"OPESW","Opes Acquisition Corp.","0.14","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opesw",
"OPESU","Opes Acquisition Corp.","11.095","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opesu",
"OPES","Opes Acquisition Corp.","10.46","$131.14M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/opes",
"OPRA","Opera Limited","10.14","$1.12B","2018","n/a","n/a","https://old.nasdaq.com/symbol/opra",
"OTEX","Open Text Corporation","43.58","$11.77B","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/otex",
"OPBK","OP Bancorp","9.78","$153.57M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/opbk",
"ONEW","OneWater Marine Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/onew",
"OSW","OneSpaWorld Holdings Limited","16.33","$998.06M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/osw",
"OSPN","OneSpan Inc.","18.65","$749.76M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ospn",
"OSS","One Stop Systems, Inc.","1.96","$31.56M","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/oss",
"ONCT","Oncternal Therapeutics, Inc. ","5.6","$86.17M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/onct",
"ONCS","OncoSec Medical Incorporated","2.08","$22.2M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/oncs",
"ONTXW","Onconova Therapeutics, Inc.","0.009","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ontxw",
"ONTX","Onconova Therapeutics, Inc.","0.188","$1.13M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ontx",
"ONCY","Oncolytics Biotech Inc.","1.12","$28.01M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/oncy",
"ON","ON Semiconductor Corporation","21.47","$8.82B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/on",
"OMCL","Omnicell, Inc.","79.99","$3.35B","2001","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/omcl",
"OMER","Omeros Corporation","14.8","$729.46M","2009","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/omer",
"OFLX","Omega Flex, Inc.","95.81","$967.14M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/oflx",
"ZEUS","Olympic Steel, Inc.","16.76","$182.67M","1994","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/zeus",
"OLLI","Ollie&#39;s Bargain Outlet Holdings, Inc.","65.4","$4.16B","2015","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/olli",
"OSBCP","Old Second Bancorp, Inc.","10.5155","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/osbcp",
"OSBC","Old Second Bancorp, Inc.","12.35","$369.22M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/osbc",
"OPOF","Old Point Financial Corporation","28.9538","$150.54M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/opof",
"ONB","Old National Bancorp","18.08","$3.07B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/onb",
"ODFL","Old Dominion Freight Line, Inc.","191.59","$15.33B","1991","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/odfl",
"OKTA","Okta, Inc.","129.78","$15.54B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/okta",
"OVBC","Ohio Valley Banc Corp.","37.67","$179.98M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ovbc",
"OHAI","OHA Investment Corporation","1.29","$26.02M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ohai",
"OCCIP","OFS Credit Company, Inc.","25.6801","$20.54M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/occip",
"OCCI","OFS Credit Company, Inc.","16.6728","$51.04M","2018","n/a","n/a","https://old.nasdaq.com/symbol/occi",
"OFSSZ","OFS Capital Corporation","25.179","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssz",
"OFSSL","OFS Capital Corporation","25.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssl",
"OFSSI","OFS Capital Corporation","24.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofssi",
"OFS","OFS Capital Corporation","11.26","$150.56M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ofs",
"OPINI","Office Properties Income Trust","25.62","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/opini",
"OPI","Office Properties Income Trust","33.36","$1.61B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/opi",
"ODP","Office Depot, Inc.","2.23","$1.22B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/odp",
"OMEX","Odyssey Marine Exploration, Inc.","3.4155","$31.52M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/omex",
"ODT","Odonate Therapeutics, Inc.","34.38","$1.1B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/odt",
"OCUL","Ocular Therapeutix, Inc.","3.99","$188.31M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ocul",
"OCGN","Ocugen, Inc.","0.3793","$6.07M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ocgn",
"OFED","Oconee Federal Financial Corp.","22.5","$128.81M","2011","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ofed",
"OCFC","OceanFirst Financial Corp.","23.98","$1.22B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ocfc",
"OPTT","Ocean Power Technologies, Inc.","1.06","$7.2M","2007","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/optt",
"OBCI","Ocean Bio-Chem, Inc.","3.3758","$31.63M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/obci",
"OBSV","ObsEva SA","4.55","$200.24M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/obsv",
"OBLN","Obalon Therapeutics, Inc.","1.82","$14M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/obln",
"OCSI","Oaktree Strategic Income Corporation","8.2","$241.63M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ocsi",
"OCSLL","Oaktree Specialty Lending Corporation","25.69","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ocsll",
"OCSL","Oaktree Specialty Lending Corporation","5.3","$747.09M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ocsl",
"OVLY","Oak Valley Bancorp (CA)","18.73","$153.72M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ovly",
"OIIM","O2Micro International Limited","1.6407","$43.21M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/oiim",
"NYMX","Nymox Pharmaceutical Corporation","1.865","$130.49M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/nymx",
"NXTD","NXT-ID Inc.","0.5218","$15.51M","n/a","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/nxtd",
"NXPI","NXP Semiconductors N.V.","115.58","$32.31B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/nxpi",
"NVDA","NVIDIA Corporation","216.74","$131.99B","1999","Technology","Semiconductors","https://old.nasdaq.com/symbol/nvda",
"NVEC","NVE Corporation","63.59","$308.16M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/nvec",
"NVEE","NV5 Global, Inc.","48.09","$616.46M","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/nvee",
"QQQX","Nuveen NASDAQ 100 Dynamic Overwrite Fund","24.0532","$945.33M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqqx",
"NUVA","NuVasive, Inc.","72.24","$3.76B","2004","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nuva",
"NTNX","Nutanix, Inc.","37.35","$7.18B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ntnx",
"NCNA","NuCana plc","8.48","$275.23M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ncna",
"NUAN","Nuance Communications, Inc.","17.93","$5.12B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nuan",
"NVUS","Novus Therapeutics, Inc.","0.6632","$8.6M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nvus",
"NVCR","NovoCure Limited","92.18","$9.12B","2015","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvcr",
"NVAX","Novavax, Inc.","4.85","$128.9M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nvax",
"NOVT","Novanta Inc.","93.18","$3.27B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/novt",
"NOVN","Novan, Inc.","1.99","$52.57M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/novn",
"NVMI","Nova Measuring Instruments Ltd.","36.12","$1.01B","2000","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/nvmi",
"NVFY","Nova Lifestyle, Inc","0.4824","$13.42M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/nvfy",
"NWFL","Norwood Financial Corp.","35","$220.53M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nwfl",
"NCLH","Norwegian Cruise Line Holdings Ltd.","53.64","$11.41B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/nclh",
"NLOK","NortonLifeLock Inc.","24.9","$15.39B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nlok",
"NWPX","Northwest Pipe Company","34.33","$334.61M","1995","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/nwpx",
"NWBI","Northwest Bancshares, Inc.","16.64","$1.77B","2009","Finance","Major Banks","https://old.nasdaq.com/symbol/nwbi",
"NRIM","Northrim BanCorp Inc","37.47","$245.05M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/nrim",
"NFBK","Northfield Bancorp, Inc.","16.9","$831.06M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/nfbk",
"NTRSP","Northern Trust Corporation","25.31","$5.36B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ntrsp",
"NTRSO","Northern Trust Corporation","25.72","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ntrso",
"NTRS","Northern Trust Corporation","107.24","$22.72B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ntrs",
"NTIC","Northern Technologies International Corporation","12.11","$110.08M","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/ntic",
"NBN","Northeast Bank","21.6","$195.31M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nbn",
"NSYS","Nortech Systems Incorporated","4.0999","$10.89M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/nsys",
"NDSN","Nordson Corporation","165.83","$9.53B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ndsn",
"NDLS","Noodles & Company","6.3","$277.9M","2013","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ndls",
"NNBR","NN, Inc.","8.71","$369.02M","1994","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/nnbr",
"NMIH","NMI Holdings Inc","33.57","$2.28B","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nmih",
"LASR","nLIGHT, Inc.","19.93","$752.54M","2018","Technology","Semiconductors","https://old.nasdaq.com/symbol/lasr",
